                  q0             task.q+               q_sum                 q3D                diff
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
         1.28179e-09         5.84534e-07         5.85816e-07         1.35849e-05         1.29991e-05
        -3.32491e-10         1.47749e-06         1.47716e-06         3.50338e-05         3.35567e-05
        -3.11675e-09         3.10028e-06         3.09716e-06         7.54008e-05         7.23036e-05
        -3.93229e-09          5.8773e-06         5.87336e-06         0.000126937         0.000121063
        -3.99046e-09         6.31985e-06         6.31586e-06         0.000144415         0.000138099
        -1.91968e-09         6.22375e-06         6.22184e-06         0.000159524         0.000153302
        -8.36383e-10          6.0827e-06         6.08186e-06         0.000174075         0.000167993
        -5.85455e-10         6.05771e-06         6.05712e-06         0.000185087          0.00017903
        -7.93482e-10         6.06659e-06         6.06579e-06         0.000190324         0.000184258
        -1.53437e-09          6.1481e-06         6.14656e-06         0.000189522         0.000183376
        -3.07724e-09         6.28799e-06         6.28491e-06         0.000182866         0.000176581
        -4.17912e-09         6.03339e-06         6.02922e-06         0.000166927         0.000160898
        -3.93229e-09          5.6684e-06         5.66447e-06         0.000160926         0.000155262
        -2.36261e-09          2.2792e-06         2.27684e-06         7.63437e-05         7.40669e-05
         4.71419e-10         1.46453e-06         1.46501e-06                   0        -1.46501e-06
         1.11723e-09          8.2023e-07         8.21347e-07         2.62355e-05         2.54142e-05
                   0         4.49582e-07         4.49582e-07         1.56087e-05         1.51591e-05
                   0         2.34305e-07         2.34305e-07                   0        -2.34305e-07
                   0         1.20482e-07         1.20482e-07                   0        -1.20482e-07
                   0         6.08348e-08         6.08348e-08                   0        -6.08348e-08
                   0         3.02523e-08         3.02523e-08         1.48585e-06         1.45559e-06
                   0         1.46333e-08         1.46333e-08         7.62934e-07         7.48301e-07
                   0         6.79022e-09         6.79022e-09         3.18948e-07         3.12158e-07
                   0          2.9632e-09          2.9632e-09                   0         -2.9632e-09
                   0         1.17369e-09         1.17369e-09                   0        -1.17369e-09
                   0         3.45913e-10         3.45913e-10                   0        -3.45913e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
         1.49849e-09         6.77004e-07         6.78503e-07         1.48374e-05         1.41589e-05
        -1.11857e-09         1.73591e-06         1.73479e-06         3.87008e-05          3.6966e-05
        -3.82093e-09         3.66232e-06          3.6585e-06         8.52228e-05         8.15643e-05
        -4.45523e-09         6.33103e-06         6.32658e-06         0.000141322         0.000134995
         -2.7103e-09         6.48451e-06          6.4818e-06         0.000151882           0.0001454
        -6.46897e-10         5.64414e-06         5.64349e-06         0.000167583          0.00016194
         2.79747e-10         3.99371e-06         3.99399e-06         0.000183705         0.000179711
         5.80525e-10         3.13451e-06         3.13509e-06         0.000196393         0.000193258
         3.30838e-10         3.92633e-06         3.92666e-06         0.000202451         0.000198525
        -3.61235e-10         5.33116e-06          5.3308e-06         0.000201278         0.000195948
        -1.69915e-09         6.31406e-06         6.31236e-06         0.000193705         0.000187393
        -4.05703e-09         6.38744e-06         6.38338e-06         0.000180915         0.000174532
        -4.45523e-09         6.21728e-06         6.21282e-06         0.000178008         0.000171796
        -3.02043e-09         2.73996e-06         2.73694e-06         8.60931e-05         8.33562e-05
        -2.80825e-10         1.68825e-06         1.68797e-06                   0        -1.68797e-06
         1.32911e-09          9.2438e-07         9.25709e-07         2.83669e-05         2.74412e-05
                   0         4.90311e-07         4.90311e-07         1.66421e-05         1.61518e-05
                   0         2.50948e-07         2.50948e-07                   0        -2.50948e-07
                   0         1.26991e-07         1.26991e-07                   0        -1.26991e-07
                   0         6.34461e-08         6.34461e-08                   0        -6.34461e-08
                   0         3.12979e-08         3.12979e-08         1.53247e-06         1.50117e-06
                   0         1.50566e-08         1.50566e-08         7.83862e-07         7.68806e-07
                   0         6.95903e-09         6.95903e-09         3.26598e-07         3.19639e-07
                   0         3.02852e-09         3.02852e-09                   0        -3.02852e-09
                   0         1.19723e-09         1.19723e-09                   0        -1.19723e-09
                   0         3.52449e-10         3.52449e-10                   0        -3.52449e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
         1.78979e-09          8.2373e-07          8.2552e-07         1.65677e-05         1.57422e-05
        -2.15021e-09         2.23322e-06         2.23107e-06         4.34196e-05         4.11885e-05
        -4.28196e-09         4.20595e-06         4.20167e-06         9.38483e-05         8.96466e-05
        -2.82884e-09         6.58167e-06         6.57884e-06         0.000149832         0.000143253
        -9.28826e-10         6.08115e-06         6.08023e-06         0.000160008         0.000153927
         8.98425e-10         -1.4367e-06         -1.4358e-06         0.000177567         0.000179002
         6.66226e-10        -1.67157e-05        -1.67151e-05         0.000198955          0.00021567
         5.66341e-10        -2.44721e-05        -2.44715e-05         0.000218539          0.00024301
         6.49724e-10        -1.71998e-05        -1.71992e-05         0.000228126         0.000245325
          8.6158e-10        -3.70613e-06        -3.70527e-06          0.00022422         0.000227925
        -1.53415e-10         4.92495e-06          4.9248e-06         0.000211225           0.0002063
        -2.37921e-09         6.65918e-06          6.6568e-06         0.000196117          0.00018946
        -2.82884e-09         6.46414e-06         6.46131e-06         0.000193194         0.000186733
        -3.93508e-09         3.37571e-06         3.37177e-06         9.70418e-05           9.367e-05
        -1.30479e-09          2.1087e-06          2.1074e-06                   0         -2.1074e-06
         1.61348e-09         1.08331e-06         1.08492e-06          3.1388e-05         3.03031e-05
                   0         5.52051e-07         5.52051e-07          1.8119e-05         1.75669e-05
                   0         2.74761e-07         2.74761e-07                   0        -2.74761e-07
                   0         1.36158e-07         1.36158e-07                   0        -1.36158e-07
                   0         6.70363e-08         6.70363e-08                   0        -6.70363e-08
                   0         3.27194e-08         3.27194e-08         1.59698e-06         1.56426e-06
                   0         1.56253e-08         1.56253e-08         8.12647e-07         7.97022e-07
                   0         7.18431e-09         7.18431e-09         3.37059e-07         3.29875e-07
                   0         3.11513e-09         3.11513e-09                   0        -3.11513e-09
                   0         1.22832e-09         1.22832e-09                   0        -1.22832e-09
                   0         3.61051e-10         3.61051e-10                   0        -3.61051e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
         1.40684e-09         9.19476e-07         9.20883e-07         1.74787e-05         1.65578e-05
        -2.58304e-09         2.57035e-06         2.56777e-06         4.56384e-05         4.30706e-05
        -3.44818e-09         4.55529e-06         4.55184e-06         9.72726e-05         9.27208e-05
        -1.89522e-09          6.9066e-06          6.9047e-06         0.000154349         0.000147445
        -2.06644e-10          5.3576e-06          5.3574e-06         0.000165008         0.000159651
         7.20294e-10        -1.39941e-05        -1.39934e-05          0.00018521         0.000199203
         3.05098e-10        -5.11253e-05         -5.1125e-05         0.000213668         0.000264793
         9.24641e-11        -6.71899e-05        -6.71899e-05         0.000245083         0.000312272
         2.73464e-10        -5.20533e-05        -5.20531e-05         0.000261822         0.000313875
         6.16557e-10        -1.93585e-05        -1.93579e-05         0.000251388         0.000270746
          6.6958e-10         2.66683e-06          2.6675e-06         0.000227697         0.000225029
        -1.40946e-09         6.96817e-06         6.96676e-06         0.000207261         0.000200294
        -1.89522e-09         6.76907e-06         6.76717e-06         0.000204018         0.000197251
        -4.44445e-09         3.75466e-06         3.75022e-06         0.000102443         9.86924e-05
        -1.86245e-09         2.39651e-06         2.39465e-06                   0        -2.39465e-06
         1.76622e-09         1.18179e-06         1.18355e-06         3.30511e-05         3.18676e-05
                   0         5.88194e-07         5.88194e-07         1.89434e-05         1.83552e-05
                   0         2.88419e-07         2.88419e-07                   0        -2.88419e-07
                   0         1.41251e-07         1.41251e-07                   0        -1.41251e-07
                   0         6.90106e-08         6.90106e-08                   0        -6.90106e-08
                   0         3.34887e-08         3.34887e-08         1.63195e-06         1.59846e-06
                   0         1.59311e-08         1.59311e-08         8.28152e-07         8.12221e-07
                   0         7.30446e-09         7.30446e-09          3.4266e-07         3.35356e-07
                   0         3.16113e-09         3.16113e-09                   0        -3.16113e-09
                   0         1.24475e-09         1.24475e-09                   0        -1.24475e-09
                   0         3.65589e-10         3.65589e-10                   0        -3.65589e-10
                   0                   0                   0                   0                   0
         7.91235e-10                   0         7.91235e-10                   0        -7.91235e-10
         1.26681e-09         9.50453e-07          9.5172e-07          1.7746e-05         1.67943e-05
        -2.71298e-09         2.68211e-06          2.6794e-06         4.62578e-05         4.35784e-05
        -3.19382e-09         4.68439e-06         4.68119e-06         9.82754e-05         9.35942e-05
        -1.60743e-09         7.08728e-06         7.08567e-06         0.000155784         0.000148698
         2.11929e-11         4.98805e-06         4.98807e-06         0.000166657         0.000161669
         6.43841e-10        -2.01359e-05        -2.01353e-05         0.000188023         0.000208158
         1.36161e-10        -6.54103e-05        -6.54102e-05         0.000219919         0.000285329
         4.08923e-12         -8.2232e-05         -8.2232e-05         0.000258411         0.000340643
         9.24641e-11        -6.62907e-05        -6.62906e-05         0.000280129          0.00034642
         5.29437e-10        -2.67354e-05        -2.67348e-05         0.000264935          0.00029167
         9.35389e-10         1.56514e-06         1.56608e-06         0.000234576          0.00023301
         -1.1093e-09         7.12989e-06         7.12878e-06         0.000211338         0.000204209
        -1.60743e-09         6.91774e-06         6.91614e-06         0.000207946          0.00020103
        -4.59879e-09         3.87669e-06         3.87209e-06         0.000104133         0.000100261
        -2.02947e-09         2.49159e-06         2.48956e-06                   0        -2.48956e-06
         1.81165e-09         1.21316e-06         1.21497e-06         3.35523e-05         3.23373e-05
                   0         5.99364e-07         5.99364e-07          1.9195e-05         1.85956e-05
                   0         2.92602e-07         2.92602e-07                   0        -2.92602e-07
                   0         1.42789e-07         1.42789e-07                   0        -1.42789e-07
                   0         6.96037e-08         6.96037e-08                   0        -6.96037e-08
                   0         3.37182e-08         3.37182e-08         1.64249e-06         1.60878e-06
                   0         1.60221e-08         1.60221e-08         8.32813e-07         8.16791e-07
                   0         7.34008e-09         7.34008e-09         3.44339e-07         3.36999e-07
                   0         3.17473e-09         3.17473e-09                   0        -3.17473e-09
                   0         1.24961e-09         1.24961e-09                   0        -1.24961e-09
                   0         3.66927e-10         3.66927e-10                   0        -3.66927e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
         1.40684e-09         9.19476e-07         9.20883e-07         1.74787e-05         1.65578e-05
        -2.58304e-09         2.57035e-06         2.56777e-06         4.56384e-05         4.30706e-05
        -3.44818e-09         4.55529e-06         4.55184e-06         9.72726e-05         9.27208e-05
        -1.89522e-09          6.9066e-06          6.9047e-06         0.000154349         0.000147445
        -2.06644e-10          5.3576e-06          5.3574e-06         0.000165008         0.000159651
         7.20294e-10        -1.39941e-05        -1.39934e-05          0.00018521         0.000199203
         3.05098e-10        -5.11253e-05         -5.1125e-05         0.000213668         0.000264793
         9.24641e-11        -6.71899e-05        -6.71899e-05         0.000245083         0.000312272
         2.73464e-10        -5.20533e-05        -5.20531e-05         0.000261822         0.000313875
         6.16557e-10        -1.93585e-05        -1.93579e-05         0.000251388         0.000270746
          6.6958e-10         2.66683e-06          2.6675e-06         0.000227697         0.000225029
        -1.40946e-09         6.96817e-06         6.96676e-06         0.000207261         0.000200294
        -1.89522e-09         6.76907e-06         6.76717e-06         0.000204018         0.000197251
        -4.44445e-09         3.75466e-06         3.75022e-06         0.000102443         9.86924e-05
        -1.86245e-09         2.39651e-06         2.39465e-06                   0        -2.39465e-06
         1.76622e-09         1.18179e-06         1.18355e-06         3.30511e-05         3.18676e-05
                   0         5.88194e-07         5.88194e-07         1.89434e-05         1.83552e-05
                   0         2.88419e-07         2.88419e-07                   0        -2.88419e-07
                   0         1.41251e-07         1.41251e-07                   0        -1.41251e-07
                   0         6.90106e-08         6.90106e-08                   0        -6.90106e-08
                   0         3.34887e-08         3.34887e-08         1.63195e-06         1.59846e-06
                   0         1.59311e-08         1.59311e-08         8.28152e-07         8.12221e-07
                   0         7.30446e-09         7.30446e-09          3.4266e-07         3.35356e-07
                   0         3.16113e-09         3.16113e-09                   0        -3.16113e-09
                   0         1.24475e-09         1.24475e-09                   0        -1.24475e-09
                   0         3.65589e-10         3.65589e-10                   0        -3.65589e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
         1.78979e-09          8.2373e-07          8.2552e-07         1.65677e-05         1.57422e-05
        -2.15021e-09         2.23322e-06         2.23107e-06         4.34196e-05         4.11885e-05
        -4.28196e-09         4.20595e-06         4.20167e-06         9.38483e-05         8.96466e-05
        -2.82884e-09         6.58167e-06         6.57884e-06         0.000149832         0.000143253
        -9.28826e-10         6.08115e-06         6.08023e-06         0.000160008         0.000153927
         8.98425e-10         -1.4367e-06         -1.4358e-06         0.000177567         0.000179002
         6.66226e-10        -1.67157e-05        -1.67151e-05         0.000198955          0.00021567
         5.66341e-10        -2.44721e-05        -2.44715e-05         0.000218539          0.00024301
         6.49724e-10        -1.71998e-05        -1.71992e-05         0.000228126         0.000245325
          8.6158e-10        -3.70613e-06        -3.70527e-06          0.00022422         0.000227925
        -1.53415e-10         4.92495e-06          4.9248e-06         0.000211225           0.0002063
        -2.37921e-09         6.65918e-06          6.6568e-06         0.000196117          0.00018946
        -2.82884e-09         6.46414e-06         6.46131e-06         0.000193194         0.000186733
        -3.93508e-09         3.37571e-06         3.37177e-06         9.70418e-05           9.367e-05
        -1.30479e-09          2.1087e-06          2.1074e-06                   0         -2.1074e-06
         1.61348e-09         1.08331e-06         1.08492e-06          3.1388e-05         3.03031e-05
                   0         5.52051e-07         5.52051e-07          1.8119e-05         1.75669e-05
                   0         2.74761e-07         2.74761e-07                   0        -2.74761e-07
                   0         1.36158e-07         1.36158e-07                   0        -1.36158e-07
                   0         6.70363e-08         6.70363e-08                   0        -6.70363e-08
                   0         3.27194e-08         3.27194e-08         1.59698e-06         1.56426e-06
                   0         1.56253e-08         1.56253e-08         8.12647e-07         7.97022e-07
                   0         7.18431e-09         7.18431e-09         3.37059e-07         3.29875e-07
                   0         3.11513e-09         3.11513e-09                   0        -3.11513e-09
                   0         1.22832e-09         1.22832e-09                   0        -1.22832e-09
                   0         3.61051e-10         3.61051e-10                   0        -3.61051e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
         1.49849e-09         6.77004e-07         6.78503e-07         1.48374e-05         1.41589e-05
        -1.11857e-09         1.73591e-06         1.73479e-06         3.87008e-05          3.6966e-05
        -3.82093e-09         3.66232e-06          3.6585e-06         8.52228e-05         8.15643e-05
        -4.45523e-09         6.33103e-06         6.32658e-06         0.000141322         0.000134995
         -2.7103e-09         6.48451e-06          6.4818e-06         0.000151882           0.0001454
        -6.46897e-10         5.64414e-06         5.64349e-06         0.000167583          0.00016194
         2.79747e-10         3.99371e-06         3.99399e-06         0.000183705         0.000179711
         5.80525e-10         3.13451e-06         3.13509e-06         0.000196393         0.000193258
         3.30838e-10         3.92633e-06         3.92666e-06         0.000202451         0.000198525
        -3.61235e-10         5.33116e-06          5.3308e-06         0.000201278         0.000195948
        -1.69915e-09         6.31406e-06         6.31236e-06         0.000193705         0.000187393
        -4.05703e-09         6.38744e-06         6.38338e-06         0.000180915         0.000174532
        -4.45523e-09         6.21728e-06         6.21282e-06         0.000178008         0.000171796
        -3.02043e-09         2.73996e-06         2.73694e-06         8.60931e-05         8.33562e-05
        -2.80825e-10         1.68825e-06         1.68797e-06                   0        -1.68797e-06
         1.32911e-09          9.2438e-07         9.25709e-07         2.83669e-05         2.74412e-05
                   0         4.90311e-07         4.90311e-07         1.66421e-05         1.61518e-05
                   0         2.50948e-07         2.50948e-07                   0        -2.50948e-07
                   0         1.26991e-07         1.26991e-07                   0        -1.26991e-07
                   0         6.34461e-08         6.34461e-08                   0        -6.34461e-08
                   0         3.12979e-08         3.12979e-08         1.53247e-06         1.50117e-06
                   0         1.50566e-08         1.50566e-08         7.83862e-07         7.68806e-07
                   0         6.95903e-09         6.95903e-09         3.26598e-07         3.19639e-07
                   0         3.02852e-09         3.02852e-09                   0        -3.02852e-09
                   0         1.19723e-09         1.19723e-09                   0        -1.19723e-09
                   0         3.52449e-10         3.52449e-10                   0        -3.52449e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
         1.28179e-09         5.84534e-07         5.85816e-07         1.35849e-05         1.29991e-05
        -3.32491e-10         1.47749e-06         1.47716e-06         3.50338e-05         3.35567e-05
        -3.11675e-09         3.10028e-06         3.09716e-06         7.54008e-05         7.23036e-05
        -3.93229e-09          5.8773e-06         5.87336e-06         0.000126937         0.000121063
        -3.99046e-09         6.31985e-06         6.31586e-06         0.000144415         0.000138099
        -1.91968e-09         6.22375e-06         6.22184e-06         0.000159524         0.000153302
        -8.36383e-10          6.0827e-06         6.08186e-06         0.000174075         0.000167993
        -5.85455e-10         6.05771e-06         6.05712e-06         0.000185087          0.00017903
        -7.93482e-10         6.06659e-06         6.06579e-06         0.000190324         0.000184258
        -1.53437e-09          6.1481e-06         6.14656e-06         0.000189522         0.000183376
        -3.07724e-09         6.28799e-06         6.28491e-06         0.000182866         0.000176581
        -4.17912e-09         6.03339e-06         6.02922e-06         0.000166927         0.000160898
        -3.93229e-09          5.6684e-06         5.66447e-06         0.000160926         0.000155262
        -2.36261e-09          2.2792e-06         2.27684e-06         7.63437e-05         7.40669e-05
         4.71419e-10         1.46453e-06         1.46501e-06                   0        -1.46501e-06
         1.11723e-09          8.2023e-07         8.21347e-07         2.62355e-05         2.54142e-05
                   0         4.49582e-07         4.49582e-07         1.56087e-05         1.51591e-05
                   0         2.34305e-07         2.34305e-07                   0        -2.34305e-07
                   0         1.20482e-07         1.20482e-07                   0        -1.20482e-07
                   0         6.08348e-08         6.08348e-08                   0        -6.08348e-08
                   0         3.02523e-08         3.02523e-08         1.48585e-06         1.45559e-06
                   0         1.46333e-08         1.46333e-08         7.62934e-07         7.48301e-07
                   0         6.79022e-09         6.79022e-09         3.18948e-07         3.12158e-07
                   0          2.9632e-09          2.9632e-09                   0         -2.9632e-09
                   0         1.17369e-09         1.17369e-09                   0        -1.17369e-09
                   0         3.45913e-10         3.45913e-10                   0        -3.45913e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
         1.05086e-09         5.04821e-07         5.05872e-07         1.22618e-05          1.1756e-05
           4.942e-10         1.25169e-06         1.25219e-06         3.10205e-05         2.97684e-05
        -2.39055e-09         2.53604e-06         2.53365e-06         6.15017e-05          5.8968e-05
        -3.15376e-09         3.04167e-06         3.03852e-06         7.95135e-05         7.64749e-05
         -4.1464e-09         3.67536e-06         3.67121e-06         9.35696e-05         8.98983e-05
        -3.40096e-09         4.03378e-06         4.03038e-06         0.000106141         0.000102111
        -2.31418e-09         4.14784e-06         4.14553e-06         0.000115674         0.000111529
        -1.97709e-09         4.18607e-06         4.18409e-06         0.000122255         0.000118071
        -2.25633e-09         4.16537e-06         4.16311e-06         0.000125161         0.000120998
         -3.0588e-09         4.08966e-06          4.0866e-06         0.000124282         0.000120196
         -4.4418e-09         3.89889e-06         3.89445e-06         0.000118835          0.00011494
        -3.38329e-09         3.30273e-06         3.29935e-06         0.000103214         9.99148e-05
        -3.15376e-09          3.1574e-06         3.15425e-06         9.88085e-05         9.56543e-05
        -1.55323e-09          2.1134e-06         2.11185e-06         6.40867e-05         6.19748e-05
          1.2653e-09         1.22301e-06         1.22427e-06                   0        -1.22427e-06
         8.91143e-10         7.34781e-07         7.35672e-07         2.40206e-05         2.32849e-05
                   0         4.07531e-07         4.07531e-07         1.45296e-05         1.41221e-05
                   0         2.18243e-07         2.18243e-07                   0        -2.18243e-07
                   0         1.13675e-07         1.13675e-07                   0        -1.13675e-07
                   0         5.81499e-08         5.81499e-08                   0        -5.81499e-08
                   0         2.91417e-08         2.91417e-08         1.43479e-06         1.40565e-06
                   0         1.41851e-08         1.41851e-08         7.39831e-07         7.25645e-07
                   0         6.60888e-09         6.60888e-09         3.10437e-07         3.03828e-07
                   0         2.89299e-09         2.89299e-09                   0        -2.89299e-09
                   0          1.1482e-09          1.1482e-09                   0         -1.1482e-09
                   0         3.38836e-10         3.38836e-10                   0        -3.38836e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         3.42918e-07         3.42918e-07         9.17681e-06         8.83389e-06
         1.52542e-09         8.33779e-07         8.35304e-07         2.18584e-05         2.10231e-05
         5.40272e-12         1.38587e-06         1.38587e-06         3.56603e-05         3.42744e-05
         -8.8646e-10         1.62666e-06         1.62578e-06         4.13001e-05         3.96743e-05
        -2.02163e-09         1.94561e-06         1.94359e-06         4.78404e-05         4.58968e-05
        -3.04308e-09         2.32784e-06          2.3248e-06         5.59129e-05         5.35881e-05
        -3.61184e-09         2.43446e-06         2.43085e-06         6.09842e-05         5.85533e-05
        -3.78435e-09         2.44435e-06         2.44056e-06         6.38736e-05          6.1433e-05
        -3.64158e-09         2.46387e-06         2.46023e-06         6.48309e-05         6.23706e-05
        -3.22411e-09         2.42438e-06         2.42115e-06          6.3848e-05         6.14268e-05
        -2.48229e-09         2.19255e-06         2.19006e-06         6.00804e-05         5.78903e-05
         -1.1516e-09         1.75745e-06          1.7563e-06         5.25262e-05         5.07699e-05
         -8.8646e-10         1.68398e-06          1.6831e-06         5.11626e-05         4.94795e-05
         8.49567e-10         1.28114e-06         1.28199e-06         4.06262e-05         3.93442e-05
         1.29354e-09         8.56899e-07         8.58193e-07                   0        -8.58193e-07
                   0         5.34832e-07         5.34832e-07         1.88394e-05         1.83046e-05
                   0         3.17695e-07         3.17695e-07         1.19365e-05         1.16188e-05
                   0         1.78782e-07         1.78782e-07         7.26712e-06         7.08833e-06
                   0         9.70842e-08         9.70842e-08                   0        -9.70842e-08
                   0         5.12022e-08         5.12022e-08         2.30696e-06         2.25576e-06
                   0         2.62499e-08         2.62499e-08         1.30189e-06         1.27564e-06
                   0         1.29846e-08         1.29846e-08         6.78935e-07         6.65951e-07
                   0         6.11975e-09         6.11975e-09         2.87739e-07          2.8162e-07
                   0         2.70083e-09         2.70083e-09         5.02937e-08         4.75929e-08
                   0         1.07807e-09         1.07807e-09                   0        -1.07807e-09
                   0         3.19218e-10         3.19218e-10                   0        -3.19218e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         2.14032e-07         2.14032e-07         6.24213e-06         6.02809e-06
                   0         4.89298e-07         4.89298e-07          1.4081e-05         1.35917e-05
         1.38579e-09          7.6855e-07         7.69936e-07           2.156e-05           2.079e-05
         1.63973e-09         8.70014e-07         8.71653e-07         2.41807e-05          2.3309e-05
         1.37268e-09         1.00781e-06         1.00918e-06         2.77061e-05         2.66969e-05
          2.3366e-10         1.16874e-06         1.16898e-06         3.22209e-05         3.10519e-05
        -3.87308e-10         1.25373e-06         1.25334e-06         3.51127e-05         3.38594e-05
        -5.73383e-10         1.28358e-06         1.28301e-06         3.66245e-05         3.53415e-05
        -4.19468e-10         1.27454e-06         1.27412e-06         3.69934e-05         3.57193e-05
         3.48015e-11         1.22707e-06          1.2271e-06         3.62798e-05         3.50527e-05
         8.56382e-10         1.12516e-06         1.12601e-06         3.41858e-05         3.30597e-05
         1.71457e-09         9.60181e-07         9.61895e-07         3.04513e-05         2.94894e-05
         1.63973e-09         9.31421e-07         9.33061e-07         2.97458e-05         2.88127e-05
         1.14255e-09         7.51783e-07         7.52925e-07         2.52466e-05         2.44937e-05
                   0         5.42213e-07         5.42213e-07                   0        -5.42213e-07
                   0         3.64538e-07         3.64538e-07         1.37017e-05         1.33372e-05
                   0         2.30094e-07         2.30094e-07         9.18353e-06         8.95344e-06
                   0          1.3755e-07          1.3755e-07         5.84611e-06         5.70856e-06
                   0         7.84349e-08         7.84349e-08                   0        -7.84349e-08
                   0         4.30034e-08         4.30034e-08         1.98153e-06         1.93852e-06
                   0         2.26914e-08         2.26914e-08         1.13595e-06         1.11326e-06
                   0          1.1463e-08          1.1463e-08         6.01119e-07         5.89656e-07
                   0         5.48468e-09         5.48468e-09         2.58086e-07         2.52601e-07
                   0         2.44682e-09         2.44682e-09         4.55107e-08         4.30639e-08
                   0         9.84031e-10         9.84031e-10                   0        -9.84031e-10
                   0         2.92674e-10         2.92674e-10                   0        -2.92674e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         1.20404e-07         1.20404e-07         3.90499e-06         3.78459e-06
                   0          2.6528e-07          2.6528e-07         8.52239e-06         8.25711e-06
                   0         3.95135e-07         3.95135e-07         1.26106e-05         1.22155e-05
                   0         4.41344e-07         4.41344e-07         1.40685e-05         1.36271e-05
                   0         4.99713e-07         4.99713e-07         1.59484e-05         1.54487e-05
         9.78453e-10         5.73215e-07         5.74194e-07         1.83924e-05         1.78182e-05
         1.14817e-09         6.17337e-07         6.18485e-07         1.99677e-05         1.93492e-05
         1.19866e-09         6.34577e-07         6.35776e-07         2.07756e-05         2.01399e-05
         1.15691e-09         6.29263e-07          6.3042e-07         2.09543e-05         2.03239e-05
           1.033e-09         6.05519e-07         6.06552e-07         2.05721e-05         1.99655e-05
         8.06487e-10         5.61896e-07         5.62703e-07         1.95324e-05         1.89697e-05
                   0         4.97145e-07         4.97145e-07          1.7762e-05         1.72649e-05
                   0          4.8561e-07          4.8561e-07         1.74429e-05         1.69573e-05
                   0         4.12899e-07         4.12899e-07         1.52482e-05         1.48353e-05
                   0         3.19471e-07         3.19471e-07                   0        -3.19471e-07
                   0         2.30209e-07         2.30209e-07         9.30132e-06         9.07111e-06
                   0         1.55423e-07         1.55423e-07         6.60417e-06         6.44875e-06
                   0         9.88409e-08         9.88409e-08         4.41764e-06          4.3188e-06
                   0         5.95482e-08         5.95482e-08                   0        -5.95482e-08
                   0         3.41367e-08         3.41367e-08         1.61677e-06         1.58263e-06
                   0         1.86433e-08         1.86433e-08         9.44832e-07         9.26189e-07
                   0         9.66106e-09         9.66106e-09         5.08885e-07         4.99224e-07
                   0         4.70896e-09         4.70896e-09         2.21955e-07         2.17246e-07
                   0         2.12887e-09         2.12887e-09         3.95638e-08         3.74349e-08
                   0         8.64123e-10         8.64123e-10                   0        -8.64123e-10
                   0         2.58422e-10         2.58422e-10                   0        -2.58422e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         6.21364e-08         6.21364e-08         2.27022e-06         2.20808e-06
                   0         1.33287e-07         1.33287e-07         4.87106e-06         4.73777e-06
                   0         1.93377e-07         1.93377e-07         7.07923e-06         6.88586e-06
                   0         2.13688e-07         2.13688e-07         7.83717e-06         7.62348e-06
                   0         2.40183e-07         2.40183e-07         8.82297e-06         8.58278e-06
                   0         2.72946e-07         2.72946e-07         1.00965e-05         9.82355e-06
                   0         2.92017e-07         2.92017e-07         1.09184e-05         1.06264e-05
                   0         2.99896e-07         2.99896e-07         1.13452e-05         1.10453e-05
                   0          2.9945e-07          2.9945e-07         1.14542e-05         1.11548e-05
                   0         2.91718e-07         2.91718e-07         1.12915e-05         1.09997e-05
                   0         2.75198e-07         2.75198e-07         1.08225e-05         1.05473e-05
                   0         2.49458e-07         2.49458e-07         1.00153e-05         9.76585e-06
                   0         2.44938e-07         2.44938e-07         9.86666e-06         9.62172e-06
                   0         2.15827e-07         2.15827e-07         8.86572e-06         8.64989e-06
                   0         1.76479e-07         1.76479e-07         7.45339e-06         7.27691e-06
                   0         1.35559e-07         1.35559e-07         5.91725e-06         5.78169e-06
                   0         9.76348e-08         9.76348e-08         4.42412e-06         4.32648e-06
                   0         6.60609e-08         6.60609e-08         3.10828e-06         3.04222e-06
                   0         4.20928e-08         4.20928e-08                   0        -4.20928e-08
                   0         2.53059e-08         2.53059e-08          1.2355e-06         1.21019e-06
                   0         1.43529e-08         1.43529e-08         7.38057e-07         7.23704e-07
                   0         7.65422e-09         7.65422e-09         4.05507e-07         3.97853e-07
                   0         3.81047e-09         3.81047e-09         1.80052e-07         1.76242e-07
                   0         1.74916e-09         1.74916e-09         3.24916e-08         3.07424e-08
                   0         7.17561e-10         7.17561e-10                   0        -7.17561e-10
                   0         2.15938e-10         2.15938e-10                   0        -2.15938e-10
                   0                   0                   0                   0                   0
